Dynemic Products RE Ltd.,Dyes & Pigments,17.0,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,14.05,22.45,10.0,50.0
Dynemic Products PP Ltd.,Dyes & Pigments,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
CTIL Ltd.,Computers - Software Medium & Small,0.63,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,0.63,0.63,0.46,1.26
CSL Finance Ltd.,Finance - NBFC,435.85,Company with high TTM EPS Growth,Inefficient use of assets to generate profits - ROA declining in the last 2 years,Positive Breakout First Resistance ( LTP > R1) ,431.65,456.2,189.1,498.0
Dynachem Pharma (Exports) Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Dynavision Ltd.,Electric Equipment,223.9,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),Positive Breakout First Resistance ( LTP > R1) ,211.0,224.0,120.5,229.1
Dynamatic Technologies Ltd.,Compressors / Pumps,NaN,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),Positive Breakout Second Resistance  ( LTP > R2) ,6008.0,6595.0,2310.0,6595.0
Dynamic Industries Ltd.,Dyes & Pigments,77.0,"Strong Momentum: Price above short, medium and long term moving averages",Degrowth in Revenue and Profit,Stock with Low PE (PE < = 10) ,75.8,81.0,52.0,84.0
Dynavox Electronic Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Dynasty Financial Corporation Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Dynemic Products Ltd.,Dyes & Pigments,274.0,Company reducing Debt,Inefficient use of capital to generate profits - RoCE declining in the last 2 years,No Opportunity for this stock,272.85,277.9,230.0,418.7
Dynamic Portfolio Management & Services Ltd.,Finance - NBFC,35.4,Strong Annual EPS Growth,Major fall in TTM Net Profit,Positive Breakout Third Resistance ( LTP > R3) ,33.72,35.4,16.4,80.48
Dynamic Services & Security Ltd.,Electronics - Components,NaN,Strong Annual EPS Growth,No weakness for this stock,Highest Recovery from 52 Week Low ,109.4,117.0,16.25,164.75
Dynachem Pharmaceuticals (Export) Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Dyna Lamps and Glass Works Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Dynamic Microsteppers Ltd.,Miscellaneous,9.75,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,9.75,9.75,5.25,9.75
Dwitiya Trading Ltd.,Trading,2.4,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,2.4,2.4,2.38,59.65
CTR Manufacturing Industries Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Dwarikesh Sugar Industries Ltd.,Sugar,83.18,Company able to generate Net Cash - Improving Net Cash Flow for last 2 years,Degrowth in Revenue and Profit,No Opportunity for this stock,82.95,84.1,75.0,109.8
Dynamatic Forgings India Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Dynamic Archistructures Ltd.,Construction & Contracting - Civil,47.51,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,47.51,47.51,10.0,47.51
Dutron Polymers Ltd.,Plastics - Tubes/Pipes/Hoses & Fittings,162.3,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),RSI indicating price strength ,162.3,162.3,113.2,169.4
Duro Pack Ltd.,Packaging - Packaging Materials,94.99,Effectively using Shareholders fund - Return on equity (ROE) improving since last 2 year,Decline in Quarterly Net Profit with falling Profit Margin (YoY),RSI indicating price strength ,92.44,97.91,58.75,121.2
Dwarkesh Finance Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Dynamic Cables Ltd.,Cables,436.05,Company with Low Debt,Decline in Net Profit with falling Profit Margin (QoQ),Highest Recovery from 52 Week Low ,432.45,448.45,155.7,616.95
Dunlop India Ltd.,Tyres,10.41,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,10.11,11.17,10.11,31.6
Dynacons Systems and Solutions Ltd.,IT Services & Consulting,671.9,Strong Annual EPS Growth,Decline in Net Profit (QoQ),Highest Recovery from 52 Week Low ,664.15,679.8,284.55,849.0
Dujodwala Paper Chemicals Ltd.,Chemicals,6.65,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,6.65,7.35,6.0,14.09
Duncans Industries Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Dune Mercantile Ltd.,Trading,3.76,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,3.76,3.76,3.76,4.54
Dujohn Laboratories Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Duncans Industries Ltd.,Plantations - Tea & Coffee,9.1,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,8.31,9.15,7.51,17.05
Duncan Engineering Ltd.,Engineering - Industrial Equipments,537.75,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),Positive Breakout First Resistance ( LTP > R1) ,509.0,560.0,320.0,625.0
Duke Offshore Ltd.,Transport Infrastructure,10.92,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),Positive Breakout Second Resistance  ( LTP > R2) ,10.0,10.92,5.96,14.31
Dudigital Global RE Ltd.,Miscellaneous,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Duroply Industries Ltd.,Wood & Wood Products,174.15,Strong Annual EPS Growth,MFs decreased their shareholding last quarter,Insiders bought stocks ,168.1,175.0,101.0,250.0
Dugar Housing Development Finance (India) Ltd.,Construction & Contracting - Housing,4.2,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,4.2,4.2,4.0,4.2
DUCVDCVDVBIJDCB Ltd.,Miscellaneous,NaN,New 52 Week High,No weakness for this stock,Positive Breakout Third Resistance ( LTP > R3) ,0.0,0.0,0.0,0.0
Dupont Sportswear Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Dudigital Global Ltd.,IT Services & Consulting,NaN,Company with Low Debt,Declining Net Cash Flow : Companies not able to generate net cash,RSI indicating price strength ,57.05,58.6,29.69,83.8
Dufa Indian Samay Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Dugar Finance India Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Ducol Organics and Colours Ltd.,Dyes & Pigments,NaN,Company with Low Debt,MACD Crossover Below Signal Line,No Opportunity for this stock,116.5,119.0,99.0,209.0
Duck Tarpaulins Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Duckfin International Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
DSP Nifty 50 Equal Weight ETF,ETF,274.99,"Strong Momentum: Price above short, medium and long term moving averages",No weakness for this stock,RSI indicating price strength ,273.46,275.49,194.25,287.96
DSPPSBKETF Ltd.,Miscellaneous,NaN,No Strength for this stock,No weakness for this stock,RSI indicating price strength ,58.82,59.45,0.0,66.0
DSPPVBKETF Ltd.,Miscellaneous,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,23.6,24.35,0.0,27.5
DSP Nifty 50 ETF,ETF,220.85,"Strong Momentum: Price above short, medium and long term moving averages",No weakness for this stock,No Opportunity for this stock,219.4,222.99,170.95,254.0
DSP SILVER ETF,ETF,70.5,No Strength for this stock,"Weak Momentum: Price below Short, Medium and Long Term Averages",No Opportunity for this stock,70.12,70.39,66.2,76.1
DSP Nifty Bank ETF,ETF,46.11,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,46.06,48.03,35.9,51.0
DSQ Software Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
DSP NIFTY MIDCAP 150 QUALITY 50 ETF,ETF,211.5,"Strong Momentum: Price above short, medium and long term moving averages",No weakness for this stock,RSI indicating price strength ,210.26,212.82,151.15,215.15
DSPITETF Ltd.,Miscellaneous,NaN,Near 52 Week High,No weakness for this stock,RSI indicating price strength ,37.21,37.49,0.0,39.4
DSPSENXETF Ltd.,Miscellaneous,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,72.07,72.35,0.0,83.0
Elegant Pharmaceuticals Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
DSPGOLDETF Ltd.,Miscellaneous,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,61.75,62.8,0.0,65.51
Exxaro Tiles Ltd.,Ceramics/Marble/Granite/Sanitaryware,117.1,Growth in Net Profit with increasing Profit Margin (QoQ),Decline in Quarterly Net Profit with falling Profit Margin (YoY),No Opportunity for this stock,116.5,117.65,98.65,152.0
Ducon Infratechnologies Ltd.,Computer Peripherals,11.26,"Strong Momentum: Price above short, medium and long term moving averages","Negative profit growth, promoters decreasing shareholding QoQ",Highest Recovery from 52 Week Low ,10.85,11.8,5.05,12.75
Expo Gas Containers Ltd.,Infrastructure,20.5,"Strong Momentum: Price above short, medium and long term moving averages",Red Flag: High Interest Payments Compared to Earnings,Positive Breakout Second Resistance  ( LTP > R2) ,20.0,20.5,10.0,20.5
Exquisite Exports Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Exotic Coal Ltd.,Detergents,3.61,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,3.61,3.61,3.04,13.99
Eastern Logica Infoway Ltd.,Retailing,NaN,Annual Net Profits improving for last 2 years,Inefficient use of shareholder funds - ROE declining in the last 2 years,Highest Recovery from 52 Week Low ,1240.0,1290.0,195.1,1444.95
EYANTRA VENTURES Ltd.,Diamond  &  Jewellery,0.0,Strong Annual EPS Growth,Negative Breakdown First Support (LTP < S1),Results Screener: Stocks with upcoming results which are seeing positive shifts in share price ,584.8,584.8,34.4,596.7
DSP Merrill Lynch Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Expleo Solutions Ltd.,IT Services & Consulting,NaN,Strong Annual EPS Growth,Negative Breakdown First Support (LTP < S1),RSI indicating price strength ,1375.0,1419.5,1200.0,1777.2
Explicit Finance Ltd.,Finance - Investment,6.7,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit (QoQ),Positive Breakout Third Resistance ( LTP > R3) ,6.45,6.7,2.95,8.81
Extol Commercial Ltd.,Telecommunications - Equipment,35.95,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,35.95,35.95,1.9,9.0
Excel Industries Ltd.,Pesticides & Agrochemicals,906.95,Company with Low Debt,Degrowth in Revenue and Profit,No Opportunity for this stock,901.05,910.45,752.0,1136.05
Exelon Infrastructure  Ltd.,Edible Oils & Solvent Extraction,0.67,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,0.67,0.73,0.67,3.84
Exedy India Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
EXL Services Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Exide Industries Ltd.,Batteries,323.75,"Strong Momentum: Price above short, medium and long term moving averages",Declining Net Cash Flow : Companies not able to generate net cash,RSI indicating price strength ,322.1,330.0,170.5,341.8
Exel Software Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Excel Castronics Ltd.,Trading,0.42,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,0.42,0.42,0.42,2.7
Evoq Remedies Ltd.,Pharmaceuticals & Drugs,14.26,"Strong Momentum: Price above short, medium and long term moving averages",Declining Net Cash Flow : Companies not able to generate net cash,No Opportunity for this stock,14.21,14.66,10.5,19.44
Evexia Lifecare Ltd.,Vegetable Oils & Products,2.28,"Strong Momentum: Price above short, medium and long term moving averages",Companies with High Debt,Stock with Low PE (PE < = 10) ,2.25,2.35,1.3,3.15
Excel Crop Care Ltd.,Pesticides & Agrochemicals,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,3135.15,3340.0,2491.45,4511.0
G Claridge and Company Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Everest Kanto Cylinder Ltd.,Engineering - Industrial Equipments,134.75,"Strong Momentum: Price above short, medium and long term moving averages",Degrowth in Revenue and Profit,Negative to Positive growth in Sales and Profit with Strong Price momentum ,134.25,136.9,66.0,153.2
Exhicon Events Media Solutions Ltd.,Diversified,424.3,Efficient in managing Assets to generate Profits - ROA improving since last 2 year,Declining Net Cash Flow : Companies not able to generate net cash,Highest Recovery from 52 Week Low ,419.0,433.0,64.0,441.0
Exdon Trading Company Ltd.,Finance - Investments,270.4,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,270.4,270.4,14.35,381.45
Evinix Accessories Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Everonn Education Ltd.,Computers - Software - Training,12.25,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,12.1,13.8,9.7,36.35
Excel Glasses Ltd.,Glass & Glass Products,0.92,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,0.92,0.92,0.77,1.91
Everest Organics Ltd.,Pharmaceuticals & Drugs,150.0,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of capital to generate profits - RoCE declining in the last 2 years,RSI indicating price strength ,146.0,151.8,95.0,161.7
Eveready Industries India Ltd.,Batteries,351.75,Company with high TTM EPS Growth,Inefficient use of capital to generate profits - RoCE declining in the last 2 years,No Opportunity for this stock,347.75,355.4,273.35,441.9
EVERLON FINANCIALS Ltd.,Textiles & Apparel,69.25,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),"Companies with current TTM PE Ratio less than 3 Year, 5 Year and 10 Year PE ",67.26,72.05,29.35,76.99
Everest Industries Ltd.,Cement,NaN,Company with Low Debt,Inefficient use of shareholder funds - ROE declining in the last 2 years,No Opportunity for this stock,1287.45,1318.0,697.0,1450.95
